LOCATION,EVENT_SUCCESS_Mean,EVENT_DURATION_Mean,Record_Count,Region,District,LONGITUDE,LATITUDE
"Cell_S11331",1.000000,30.000000,1,"North","Yishun Khatib",103.832457,1.414176
"Cell_S11332",0.750000,59.500000,4,"North","Yishun Khatib",103.834094,1.432232
"Cell_S11333",1.000000,96.500000,6,"North","Yishun Khatib",103.838698,1.437755
"Cell_S11334",1.000000,350.000000,1,"North","Sembawang",103.825132,1.450458
"Cell_S11335",1.000000,8.000000,1,"North","Sembawang",103.825132,1.450458
"Cell_S11336",1.000000,8.000000,1,"North","Yishun Khatib",103.832188,1.422558
"Cell_S11337",1.000000,76.000000,1,"North","Yishun Khatib",103.828236,1.425655
"Cell_S11338",0.541667,231.479167,48,"North","Yishun Khatib",103.834301,1.426526
"Cell_S11339",1.000000,42.000000,1,"North","Yishun Khatib",103.830253,1.431964
"Cell_S1134",1.000000,16.500000,2,"Central","Outram Road Tiong Bahru",103.840324,1.287666
"Cell_S11340",1.000000,23.000000,1,"North","Sembawang",103.799548,1.455925
"Cell_S11341",1.000000,316.750000,4,"North","Sembawang",103.815866,1.456455
"Cell_S11342",1.000000,133.000000,1,"North","Yishun Khatib",103.837620,1.431017
"Cell_S11343",1.000000,328.000000,1,"North","Yishun Khatib",103.839680,1.418592
"Cell_S11344",1.000000,69.000000,2,"North","Yishun Khatib",103.832457,1.414176
"Cell_S11345",1.000000,58.500000,2,"North","Yishun Khatib",103.847311,1.420924
"Cell_S11346",1.000000,1044.000000,2,"North","Yishun Khatib",103.849242,1.425831
"Cell_S11347",1.000000,1449.000000,1,"North","Sembawang",103.823678,1.450893
"Cell_S11348",1.000000,180.000000,1,"North","Yishun Khatib",103.832467,1.429358
"Cell_S11349",1.000000,118.000000,2,"North","Yishun Khatib",103.827016,1.434144
"Cell_S1135",1.000000,77.571429,7,"Central","Outram Road Tiong Bahru",103.840324,1.287666
"Cell_S11350",1.000000,556.000000,3,"North","Yishun Khatib",103.827016,1.434144
"Cell_S11351",1.000000,27.000000,1,"North","Sembawang",103.821435,1.446698
"Cell_S11352",1.000000,1005.000000,1,"North","Yishun Khatib",103.844747,1.413809
"Cell_S11353",1.000000,36.000000,1,"North","Yishun Khatib",103.832206,1.419976
"Cell_S11354",0.500000,12.000000,2,"North","Yishun Khatib",103.844747,1.413809
"Cell_S11355",0.000000,300.000000,1,"North","Sembawang",103.817663,1.446352
"Cell_S11356",1.000000,9.000000,1,"North","Sembawang",103.819400,1.452379
"Cell_S11357",1.000000,193.000000,1,"North","Yishun Khatib",103.840916,1.420064
"Cell_S11358",1.000000,218.666667,3,"North","Sembawang",103.822727,1.459950
"Cell_S11359",1.000000,9.000000,1,"North","Sembawang",103.794957,1.461473
"Cell_S1136",1.000000,95.250000,4,"Central","Outram Road Tiong Bahru",103.837108,1.288174
"Cell_S11360",1.000000,99.375000,8,"North","Yishun Khatib",103.837340,1.414732
"Cell_S11361",1.000000,35.500000,2,"North","Yishun Khatib",103.830253,1.431964
"Cell_S11362",1.000000,306.500000,2,"North","Sembawang",103.809699,1.464295
"Cell_S11363",1.000000,20.000000,1,"North","Sembawang",103.794560,1.453125
"Cell_S11364",1.000000,553.000000,1,"North","Sembawang",103.815866,1.456455
"Cell_S11365",1.000000,93.666667,3,"North","Sembawang",103.799548,1.455925
"Cell_S11366",1.000000,107.000000,1,"North","Sembawang",103.821010,1.444506
"Cell_S11367",1.000000,44.000000,1,"North","Sembawang",103.794922,1.456010
"Cell_S11368",1.000000,90.333333,3,"North","Sembawang",103.824642,1.460503
"Cell_S11369",1.000000,195.000000,1,"North","Sembawang",103.821435,1.446698
"Cell_S1137",1.000000,116.769231,26,"Central","Queenstown Commonwealth",103.802830,1.288427
"Cell_S11370",1.000000,74.454545,11,"North","Yishun Khatib",103.837475,1.421703
"Cell_S11371",1.000000,21.250000,4,"North","Sembawang",103.819499,1.448197
"Cell_S11372",1.000000,107.000000,1,"North","Yishun Khatib",103.847311,1.420924
"Cell_S11373",1.000000,33.000000,1,"North","Yishun Khatib",103.844040,1.428977
"Cell_S11374",1.000000,37.333333,3,"North","Sembawang",103.804891,1.459241
"Cell_S11375",1.000000,90.000000,1,"North","Sembawang",103.794957,1.461473
"Cell_S11376",1.000000,102.000000,1,"North","Yishun Khatib",103.838725,1.440396
"Cell_S11377",1.000000,13.000000,1,"North","Yishun Khatib",103.838725,1.440396
"Cell_S11378",1.000000,34.000000,1,"North","Yishun Khatib",103.838725,1.440396
"Cell_S11379",1.000000,24.000000,1,"North","Yishun Khatib",103.832460,1.437596
"Cell_S1138",1.000000,57.000000,2,"Central","Redhill Bukit Merah Alexandra",103.808410,1.288013
"Cell_S11380",1.000000,16.000000,1,"North","Yishun Khatib",103.849112,1.429231
"Cell_S11381",1.000000,100.500000,2,"North","Sembawang",103.815866,1.456455
"Cell_S11382",1.000000,17.000000,1,"North","Yishun Khatib",103.838579,1.424081
"Cell_S11383",1.000000,251.000000,2,"North","Sembawang",103.824642,1.460503
"Cell_S11384",1.000000,22.500000,2,"North","Sembawang",103.821435,1.446698
"Cell_S11385",1.000000,53.000000,1,"North","Yishun Khatib",103.838543,1.434253
"Cell_S11386",1.000000,9.500000,2,"North","Yishun Khatib",103.838543,1.434253
"Cell_S11387",1.000000,213.666667,3,"North","Yishun Khatib",103.840588,1.432377
"Cell_S11388",1.000000,69.000000,1,"North","Sembawang",103.819400,1.452379
"Cell_S11389",1.000000,123.000000,1,"North","Yishun Khatib",103.838698,1.437755
"Cell_S1139",1.000000,130.142857,7,"Central","Outram Road Tiong Bahru",103.828963,1.283852
"Cell_S11390",1.000000,55.400000,5,"North","Yishun Khatib",103.838698,1.437755
"Cell_S11391",1.000000,38.000000,2,"North","Sembawang",103.825132,1.450458
"Cell_S11392",1.000000,103.500000,2,"North","Sembawang",103.804891,1.459241
"Cell_S11393",1.000000,78.000000,1,"North","Sembawang",103.824871,1.441440
"Cell_S11394",1.000000,20.000000,1,"North","Yishun Khatib",103.849242,1.425831
"Cell_S11395",1.000000,11.000000,1,"North","Yishun Khatib",103.838725,1.440396
"Cell_S11396",1.000000,88.000000,2,"North","Yishun Khatib",103.832460,1.437596
"Cell_S11397",1.000000,21.000000,2,"North","Yishun Khatib",103.837340,1.414732
"Cell_S11398",1.000000,88.000000,2,"North","Sembawang",103.794560,1.453125
"Cell_S11399",0.500000,17.500000,2,"North","Sembawang",103.818891,1.450102
"Cell_S114",1.000000,69.736842,19,"Central","Marina Esplanade Suntec",103.859724,1.294647
"Cell_S1140",1.000000,275.380952,21,"Central","Outram Road Tiong Bahru",103.836532,1.279291
"Cell_S11400",1.000000,69.090909,11,"North","Yishun Khatib",103.840588,1.432377
"Cell_S11401",1.000000,6.000000,1,"North","Sembawang",103.821010,1.444506
"Cell_S11402",1.000000,6.000000,1,"North","Yishun Khatib",103.846425,1.422360
"Cell_S11403",1.000000,220.000000,1,"North","Yishun Khatib",103.832206,1.419976
"Cell_S11404",1.000000,162.666667,9,"North","Yishun Khatib",103.840916,1.420064
"Cell_S11405",1.000000,76.000000,2,"North","Yishun Khatib",103.832457,1.414176
"Cell_S11406",1.000000,75.500000,4,"North","Yishun Khatib",103.840666,1.440351
"Cell_S11407",1.000000,181.500000,16,"North","Yishun Khatib",103.827521,1.432218
"Cell_S11408",1.000000,73.000000,1,"North","Yishun Khatib",103.845932,1.425804
"Cell_S11409",1.000000,90.000000,2,"North","Yishun Khatib",103.845932,1.425804
"Cell_S1141",1.000000,67.000000,2,"Central","Queenstown Commonwealth",103.797098,1.298818
"Cell_S11410",1.000000,120.000000,2,"North","Yishun Khatib",103.836129,1.429225
"Cell_S11411",0.833333,194.000000,6,"North","Sembawang",103.823784,1.439568
"Cell_S11412",1.000000,66.000000,1,"North","Sembawang",103.823784,1.439568
"Cell_S11413",1.000000,114.000000,1,"North","Yishun Khatib",103.835227,1.415426
"Cell_S11414",1.000000,204.000000,1,"North","Sembawang",103.799548,1.455925
"Cell_S11415",1.000000,142.750000,4,"North","Sembawang",103.794922,1.456010
"Cell_S11416",1.000000,59.000000,1,"North","Sembawang",103.817663,1.446352
"Cell_S11417",1.000000,313.000000,1,"North","Sembawang",103.814560,1.470143
"Cell_S11418",1.000000,31.000000,1,"North","Sembawang",103.819400,1.452379
"Cell_S11419",1.000000,216.333333,3,"North","Sembawang",103.821435,1.446698
"Cell_S1142",1.000000,51.400000,10,"Central","Queenstown Commonwealth",103.802256,1.297506
"Cell_S11420",1.000000,2.000000,1,"North","Yishun Khatib",103.827521,1.432218
"Cell_S11421",0.000000,4.000000,1,"North","Yishun Khatib",103.845932,1.425804
"Cell_S11422",0.500000,175.000000,2,"North","Yishun Khatib",103.837340,1.414732
"Cell_S11423",0.500000,87.500000,2,"North","Yishun Khatib",103.832460,1.437596
"Cell_S11424",1.000000,78.000000,2,"North","Yishun Khatib",103.838543,1.434253
"Cell_S11425",1.000000,358.857143,7,"North","Sembawang",103.809699,1.464295
"Cell_S11426",1.000000,103.000000,1,"North","Sembawang",103.818891,1.450102
"Cell_S11427",0.000000,75.000000,1,"North","Sembawang",103.794922,1.456010
"Cell_S11428",1.000000,63.500000,2,"North","Yishun Khatib",103.832206,1.419976
"Cell_S11429",1.000000,266.000000,1,"North","Sembawang",103.814560,1.470143
"Cell_S1143",1.000000,44.125000,8,"Central","Outram Road Tiong Bahru",103.826831,1.281714
"Cell_S11430",1.000000,281.000000,1,"North","Yishun Khatib",103.840408,1.423043
"Cell_S11431",1.000000,171.000000,1,"North","Yishun Khatib",103.841232,1.424447
"Cell_S11432",1.000000,50.333333,3,"North","Sembawang",103.804891,1.459241
"Cell_S11433",1.000000,129.000000,1,"North","Yishun Khatib",103.832188,1.422558
"Cell_S11434",1.000000,259.000000,1,"North","Yishun Khatib",103.835039,1.442184
"Cell_S11435",1.000000,618.000000,1,"North","Yishun Khatib",103.827759,1.428212
"Cell_S11436",1.000000,314.000000,1,"North","Yishun Khatib",103.838725,1.440396
"Cell_S11437",1.000000,60.000000,2,"North","Yishun Khatib",103.838725,1.440396
"Cell_S11438",1.000000,544.500000,2,"North","Yishun Khatib",103.841849,1.435242
"Cell_S11439",1.000000,44.000000,1,"North","Sembawang",103.814560,1.470143
"Cell_S1144",0.976744,89.162791,43,"Central","Queenstown Commonwealth",103.800391,1.303802
"Cell_S11440",1.000000,475.000000,1,"North","Yishun Khatib",103.830253,1.431964
"Cell_S11441",1.000000,638.000000,1,"North","Sembawang",103.799548,1.455925
"Cell_S11442",1.000000,10.000000,1,"North","Yishun Khatib",103.838579,1.424081
"Cell_S11443",1.000000,125.500000,2,"North","Yishun Khatib",103.840666,1.440351
"Cell_S11444",1.000000,1041.000000,1,"North","Yishun Khatib",103.839680,1.418592
"Cell_S11445",1.000000,11.000000,1,"North","Yishun Khatib",103.844747,1.413809
"Cell_S11446",1.000000,69.000000,2,"North","Yishun Khatib",103.840408,1.423043
"Cell_S11447",1.000000,25.000000,1,"North","Yishun Khatib",103.832457,1.414176
"Cell_S11448",1.000000,13.000000,1,"North","Yishun Khatib",103.835413,1.420365
"Cell_S11449",1.000000,63.000000,5,"North","Sembawang",103.822727,1.459950
"Cell_S1145",1.000000,31.500000,4,"Central","Queenstown Commonwealth",103.802830,1.288427
"Cell_S11450",1.000000,102.000000,1,"North","Yishun Khatib",103.834301,1.426526
"Cell_S11451",1.000000,23.000000,1,"North","Sembawang",103.823784,1.439568
"Cell_S11452",1.000000,185.000000,1,"North","Sembawang",103.823678,1.450893
"Cell_S11453",1.000000,18.000000,1,"North","Sembawang",103.809699,1.464295
"Cell_S11454",1.000000,43.000000,1,"North","Sembawang",103.821010,1.444506
"Cell_S11455",1.000000,32.000000,1,"North","Yishun Khatib",103.842991,1.440395
"Cell_S11456",1.000000,189.500000,2,"North","Yishun Khatib",103.835413,1.420365
"Cell_S11457",0.500000,34.500000,2,"North","Sembawang",103.817663,1.446352
"Cell_S11458",1.000000,224.000000,1,"North","Yishun Khatib",103.848329,1.422866
"Cell_S11459",1.000000,38.500000,2,"North","Yishun Khatib",103.844040,1.428977
"Cell_S1146",0.988372,91.779070,86,"Central","Queenstown Commonwealth",103.803121,1.290911
"Cell_S11460",1.000000,222.000000,2,"North","Yishun Khatib",103.835039,1.442184
"Cell_S11461",1.000000,6.333333,3,"North","Sembawang",103.821761,1.416432
"Cell_S11462",1.000000,26.000000,1,"North","Yishun Khatib",103.827759,1.428212
"Cell_S11463",1.000000,40.000000,1,"North","Yishun Khatib",103.832460,1.437596
"Cell_S11464",1.000000,12.000000,1,"North","Yishun Khatib",103.835227,1.415426
"Cell_S11465",1.000000,38.000000,1,"North","Sembawang",103.823678,1.450893
"Cell_S11466",1.000000,20.000000,1,"North","Sembawang",103.815866,1.456455
"Cell_S11467",1.000000,192.000000,1,"North","Yishun Khatib",103.847239,1.417853
"Cell_S11468",1.000000,56.333333,3,"North","Yishun Khatib",103.838579,1.424081
"Cell_S11469",1.000000,3.000000,1,"North","Yishun Khatib",103.834301,1.426526
"Cell_S1147",1.000000,117.333333,6,"Central","Redhill Bukit Merah Alexandra",103.820465,1.287868
"Cell_S11470",1.000000,21.000000,1,"North","Yishun Khatib",103.842991,1.440395
"Cell_S11471",1.000000,24.000000,1,"North","Yishun Khatib",103.837976,1.413074
"Cell_S11472",1.000000,59.000000,1,"North","Yishun Khatib",103.837620,1.431017
"Cell_S11473",1.000000,81.600000,15,"North","Sembawang",103.819400,1.452379
"Cell_S11474",1.000000,142.000000,1,"North","Sembawang",103.815013,1.447163
"Cell_S11475",1.000000,72.000000,2,"North","Sembawang",103.825132,1.450458
"Cell_S11476",1.000000,151.000000,1,"North","Yishun Khatib",103.827521,1.432218
"Cell_S11477",1.000000,440.666667,3,"North","Sembawang",103.815013,1.447163
"Cell_S11478",1.000000,934.000000,1,"North","Yishun Khatib",103.832467,1.429358
"Cell_S11479",0.000000,539.666667,3,"North","Yishun Khatib",103.832467,1.429358
"Cell_S1148",0.965217,100.400000,115,"Central","Redhill Bukit Merah Alexandra",103.811825,1.287115
"Cell_S11480",1.000000,105.000000,1,"North","Sembawang",103.815866,1.456455
"Cell_S11481",1.000000,878.000000,1,"North","Sembawang",103.799548,1.455925
"Cell_S11482",1.000000,295.000000,2,"North","Yishun Khatib",103.842991,1.440395
"Cell_S11483",1.000000,144.000000,1,"North","Sembawang",103.824642,1.460503
"Cell_S11484",1.000000,10.000000,1,"North","Yishun Khatib",103.837620,1.431017
"Cell_S11485",1.000000,29.500000,2,"North","Yishun Khatib",103.832195,1.417108
"Cell_S11486",1.000000,17.000000,1,"North","Sembawang",103.817663,1.446352
"Cell_S11487",1.000000,20.000000,1,"North","Yishun Khatib",103.840916,1.420064
"Cell_S11488",1.000000,62.000000,1,"North","Yishun Khatib",103.834094,1.432232
"Cell_S11489",1.000000,60.000000,1,"North","Yishun Khatib",103.834094,1.432232
"Cell_S1149",0.857143,63.000000,7,"Central","Queenstown Commonwealth",103.800391,1.303802
"Cell_S11490",1.000000,16.000000,1,"North","Yishun Khatib",103.832457,1.414176
"Cell_S11491",1.000000,6.000000,1,"North","Yishun Khatib",103.834301,1.426526
"Cell_S11492",1.000000,42.000000,3,"North","Sembawang",103.821761,1.416432
"Cell_S11493",1.000000,178.000000,1,"North","Sembawang",103.821761,1.416432
"Cell_S11494",1.000000,77.000000,1,"North","Sembawang",103.821761,1.416432
"Cell_S11495",1.000000,48.000000,1,"North","Sembawang",103.821761,1.416432
"Cell_S11496",1.000000,101.000000,1,"North","Yishun Khatib",103.835227,1.415426
"Cell_S11497",1.000000,33.000000,1,"North","Yishun Khatib",103.832460,1.437596
"Cell_S11498",1.000000,299.000000,1,"North","Yishun Khatib",103.832460,1.437596
"Cell_S11499",1.000000,1072.000000,1,"North","Sembawang",103.794560,1.453125
"Cell_S115",1.000000,69.000000,1,"Central","Marina Esplanade Suntec",103.859724,1.294647
"Cell_S1150",1.000000,101.000000,2,"Central","Outram Road Tiong Bahru",103.824761,1.279832
"Cell_S11500",1.000000,83.000000,1,"North","Yishun Khatib",103.828236,1.425655
"Cell_S11501",1.000000,151.000000,1,"North","Yishun Khatib",103.846425,1.422360
"Cell_S11502",1.000000,300.000000,1,"North","Yishun Khatib",103.830253,1.431964
"Cell_S11503",1.000000,23.000000,1,"North","Sembawang",103.794560,1.453125
"Cell_S11504",1.000000,18.000000,2,"North","Yishun Khatib",103.834094,1.432232
"Cell_S11505",1.000000,48.500000,2,"North","Yishun Khatib",103.844040,1.428977
"Cell_S11506",1.000000,54.666667,3,"North","Yishun Khatib",103.835816,1.434824
"Cell_S11507",1.000000,70.000000,1,"North","Yishun Khatib",103.832188,1.422558
"Cell_S11508",1.000000,5.000000,1,"North","Yishun Khatib",103.827521,1.432218
"Cell_S11509",1.000000,7.000000,1,"North","Sembawang",103.815013,1.447163
"Cell_S1151",1.000000,79.000000,1,"Central","Outram Road Tiong Bahru",103.822420,1.280025
"Cell_S11510",1.000000,8.666667,3,"North","Yishun Khatib",103.849242,1.425831
"Cell_S11511",1.000000,5.000000,1,"North","Sembawang",103.821761,1.416432
"Cell_S11512",1.000000,85.000000,1,"North","Sembawang",103.818891,1.450102
"Cell_S11513",1.000000,40.000000,1,"North","Yishun Khatib",103.830253,1.431964
"Cell_S11514",1.000000,4.000000,1,"North","Yishun Khatib",103.830253,1.431964
"Cell_S11515",1.000000,748.000000,1,"North","Sembawang",103.824871,1.441440
"Cell_S11516",1.000000,29.000000,1,"North","Yishun Khatib",103.838579,1.424081
"Cell_S11517",1.000000,160.714286,7,"North","Sembawang",103.794922,1.456010
"Cell_S11518",1.000000,290.500000,2,"North","Yishun Khatib",103.846425,1.422360
"Cell_S11519",1.000000,110.400000,5,"North","Yishun Khatib",103.837620,1.431017
"Cell_S1152",0.931034,85.896552,29,"Central","Queenstown Commonwealth",103.802830,1.288427
"Cell_S11520",1.000000,164.666667,3,"North","Yishun Khatib",103.837620,1.431017
"Cell_S11521",1.000000,133.500000,2,"North","Sembawang",103.824871,1.441440
"Cell_S11522",1.000000,93.500000,2,"North","Sembawang",103.819400,1.452379
"Cell_S11523",1.000000,131.500000,2,"North","Sembawang",103.825132,1.450458
"Cell_S11524",1.000000,99.000000,2,"North","Yishun Khatib",103.835039,1.442184
"Cell_S11525",1.000000,547.000000,2,"North","Sembawang",103.821761,1.416432
"Cell_S11526",1.000000,63.000000,1,"North","Sembawang",103.823784,1.439568
"Cell_S11527",1.000000,27.000000,1,"North","Yishun Khatib",103.828236,1.425655
"Cell_S11528",1.000000,49.000000,2,"North","Sembawang",103.817616,1.453407
"Cell_S11529",1.000000,111.000000,1,"North","Sembawang",103.794560,1.453125
"Cell_S1153",1.000000,27.000000,1,"Central","Outram Road Tiong Bahru",103.829058,1.281529
"Cell_S11530",1.000000,37.000000,1,"North","Yishun Khatib",103.837475,1.421703
"Cell_S11531",1.000000,88.666667,3,"North","Yishun Khatib",103.832537,1.424479
"Cell_S11532",1.000000,41.000000,1,"North","Sembawang",103.822727,1.459950
"Cell_S11533",1.000000,77.000000,2,"North","Yishun Khatib",103.841232,1.424447
"Cell_S11534",1.000000,152.000000,1,"North","Yishun Khatib",103.832188,1.422558
"Cell_S11535",1.000000,26.000000,1,"North","Yishun Khatib",103.832188,1.422558
"Cell_S11536",1.000000,401.000000,2,"North","Yishun Khatib",103.827521,1.432218
"Cell_S11537",1.000000,1342.000000,2,"North","Sembawang",103.823784,1.439568
"Cell_S11538",1.000000,107.500000,2,"North","Yishun Khatib",103.827759,1.428212
"Cell_S11539",1.000000,208.500000,2,"North","Sembawang",103.823784,1.439568
"Cell_S1154",1.000000,157.333333,3,"Central","Redhill Bukit Merah Alexandra",103.821619,1.290716
"Cell_S11540",1.000000,18.000000,1,"North","Yishun Khatib",103.835227,1.415426
"Cell_S11541",1.000000,81.000000,1,"North","Yishun Khatib",103.849112,1.429231
"Cell_S11542",1.000000,179.000000,1,"North","Sembawang",103.794560,1.453125
"Cell_S11543",1.000000,80.000000,1,"North","Sembawang",103.815041,1.463202
"Cell_S11544",1.000000,20.000000,1,"North","Yishun Khatib",103.847239,1.417853
"Cell_S11545",1.000000,679.000000,1,"North","Yishun Khatib",103.837475,1.421703
"Cell_S11546",1.000000,36.500000,2,"North","Sembawang",103.821010,1.444506
"Cell_S11547",1.000000,141.000000,2,"North","Yishun Khatib",103.839680,1.418592
"Cell_S11548",1.000000,18.333333,3,"North","Yishun Khatib",103.840408,1.423043
